Ticker,Name,Sector,Industry,Definition
VAIBHAVGBL,Vaibhav Global Limited,Other Apparels & Accessories,Other Apparels & Accessories,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
VAISHALI,Vaishali Pharma Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
VAKRANGEE,Vakrangee Limited,Software Products,Software Products,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
VALIANTORG,Valiant Organics Limited,Specialty Chemicals,Specialty Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
VARDHACRLC,Vardhman Acrylics Limited,MAN MADE  & BLENDED FIBRES,MAN MADE  & BLENDED FIBRES,"Manufacturers of paper, paper boards etc."
VARROC,Varroc Engineering Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
VASCONEQ,Vascon Engineers Limited,Realty,Realty,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
VBL,Varun Beverages Limited,Non-alcoholic Beverages,Non-alcoholic Beverages,"Companies providing dredging and related
services"
VEDL,Vedanta Limited,ALUMINIUM,ALUMINIUM,"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
VENKEYS,Venky's (India) Limited,CONSUMER FOOD,CONSUMER FOOD,Producers and distributors of edible oil
VENUSPIPES,Venus Pipes & Tubes Limited,Non-Energy Minerals,Non-Energy Minerals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
VENUSREM,Venus Remedies Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
VERANDA,Veranda Learning Solutions Limited,Commercial Services,Commercial Services,"Companies providing dredging and related
services"
VESUVIUS,Vesuvius India Limited, Industrial Goods, Industrial Goods,Producers and distributors of edible oil
VETO,Veto Switchgears And Cables Limited,Other Electrical Equipment/ Products,Other Electrical Equipment/ Products,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
VGUARD,V-Guard Industries Limited,Other Electrical Equipment/ Products,Other Electrical Equipment/ Products,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
VHL,Vardhman Holdings Limited,Fin COS (including NBFCs),Fin COS (including NBFCs),"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
VIDHIING,Vidhi Specialty Food Ingredients Limited,Specialty Chemicals,Specialty Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare  - Services,Healthcare  - Services,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
VIKASECO,Vikas EcoTech Limited,Specialty Chemicals,Specialty Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
VIMTALABS,Vimta Labs Limited,Healthcare  - Services,Healthcare  - Services,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
VINATIORGA,Vinati Organics Limited,Commodity Chemicals,Commodity Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
VINDHYATEL,Vindhya Telelinks Limited,Telecom Cables,Telecom Cables,"Manufacturers and distributors of bicycles
and tricycles"
VINYLINDIA,Vinyl Chemicals (India) Limited,Commodity Chemicals,Commodity Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
VIPCLOTHNG,VIP Clothing Limited,Other Apparels & Accessories,Other Apparels & Accessories,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
VIPIND,VIP Industries Limited,Other Apparels & Accessories,Other Apparels & Accessories,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
VIRINCHI,Virinchi Limited,Technology Services,Technology Services,"Companies providing dredging and related
services"
VISAKAIND,Visaka Industries Limited,Cement & Cement Products,Cement & Cement Products,"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
VISHNU,Vishnu Chemicals Limited,Specialty Chemicals,Specialty Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
VISHWARAJ,Vishwaraj Sugar Industries Limited,Sugar,Sugar,"Manufacturers and distributors of bicycles
and tricycles"
VLSFINANCE,VLS Finance Limited,Financial Services,Financial Services,"Financial Institutions as defined under
Section 4(1) of the Companies Act, 1956"
VMART,V-Mart Retail Limited,Department Stores,Department Stores,"Companies providing dredging and related
services"
VOLTAMP,Voltamp Transformers Limited,Heavy Electrical Equipment,Heavy Electrical Equipment,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
VOLTAS,Voltas Limited,Consumer Electronics,Consumer Electronics,"Owners and operators of hotels, resorts
etc. Includes investment trusts where
underlying is 'Hotels and Resorts'"
VRLLOG,VRL Logistics Limited,LOGISTICS SOLUTION PROVIDER,LOGISTICS SOLUTION PROVIDER,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
VSSL,Vardhman Special Steels Limited,IRON & STEEL PRODUCTS,IRON & STEEL PRODUCTS,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
VSTIND,VST Industries Limited,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
VSTTILLERS,V.S.T Tillers Tractors Limited,"Construction, Agricultural & Commercial Vehicles","Construction, Agricultural & Commercial Vehicles","Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
VTL,Vardhman Textiles Limited,Textiles,Textiles,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
WABAG,VA Tech Wabag Limited,WASTE / WATER MANAGEMENT,WASTE / WATER MANAGEMENT,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
WEALTH,Wealth First Portfolio Managers Limited,Financial Services,Financial Services,"Financial Institutions as defined under
Section 4(1) of the Companies Act, 1956"
WEBELSOLAR,Websol Energy System Limited,Other Electrical Equipment/ Products,Other Electrical Equipment/ Products,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
WEIZMANIND,Weizmann Limited,Trading Companies & Distributors,Trading Companies & Distributors,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
WEL,Wonder Electricals Limited,Electronic Technology,Electronic Technology,"Companies engaged in software
development, IT consulting and data
analytics"
WELCORP,Welspun Corp Limited,Construction & Engineering,Construction & Engineering,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
WELENT,Welspun Enterprises Limited,Construction & Engineering,Construction & Engineering,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
WELINV,Welspun Investments and Commercials Limited,INVESTMENT COMPANIES,INVESTMENT COMPANIES,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
WENDT,Wendt (India) Limited,ABRASIVES,ABRASIVES,"Manufacturers and distributors of bicycles
and tricycles"
WESTLIFE,WESTLIFE FOODWORLD LIMITED,Restaurants,Restaurants,"Manufacturers of paper, paper boards etc."
WEWIN,WE WIN LIMITED,Commercial Services,Commercial Services,"Companies providing dredging and related
services"
WHEELS,Wheels India Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
WHIRLPOOL,Whirlpool of India Limited,Consumer Electronics,Consumer Electronics,"Owners and operators of hotels, resorts
etc. Includes investment trusts where
underlying is 'Hotels and Resorts'"
WINDLAS,Windlas Biotech Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
WINDMACHIN,Windsor Machines Limited,Industrial Machinery,Industrial Machinery,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
WIPRO,Wipro Limited,COMPUTER SOFTWARE MAJOR,COMPUTER SOFTWARE MAJOR,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
